dataset,budget,budget_pct,split_seed,evidence_source,source_label,progress_fraction,normalized_gap
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.514477
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.467628
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.420779
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.375252
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.330715
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.286178
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.242440
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.199020
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.155600
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.104578
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.052289
PeMS7_1026,0.3,30,25,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.936769
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.873539
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.811121
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.753575
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.696030
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.639900
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.587306
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.534712
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.483078
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.432724
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.382371
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.334075
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.287323
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.240571
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.197366
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.155580
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.113793
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.075477
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.037738
PeMS7_1026,0.3,30,26,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.934894
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.869788
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.805452
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.745739
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.686027
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.629426
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.580605
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.531785
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.482252
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.431772
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.381291
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.334041
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.289214
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.244387
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.203075
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.163170
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.123264
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.082294
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.041147
PeMS7_1026,0.3,30,27,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.933426
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.866851
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.801392
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.742626
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.683859
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.626791
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.573973
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.521154
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.471185
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.425017
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.378849
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.334819
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.292393
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.249967
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.208395
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.167166
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.125936
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.084032
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.042016
PeMS7_1026,0.3,30,28,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.938762
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.877524
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.816684
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.758233
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.699783
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.643451
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.592418
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.541384
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.492624
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.446894
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.401165
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.356028
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.311335
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.266643
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.220816
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.174537
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.128258
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.085152
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.042576
PeMS7_1026,0.3,30,29,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.940694
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.881389
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.821779
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.760339
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.698900
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.640568
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.590006
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.539443
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.490714
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.444427
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.398141
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.353213
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.309302
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.265392
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.222526
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.180077
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.137628
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.092095
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.046047
PeMS7_1026,0.3,30,30,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.936225
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.872450
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.808732
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.745350
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.681969
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.620939
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.565790
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.510641
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.458641
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.410841
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.363042
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.317051
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.272416
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.227782
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.187438
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.148810
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.110181
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.073264
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.036632
PeMS7_1026,0.3,30,31,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.933306
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.866612
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.801628
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.746899
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.692171
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.637818
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.584403
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.530987
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.479215
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.429632
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.380049
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.332970
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.287767
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.242564
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.199672
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.157705
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.115738
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.076820
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.038410
PeMS7_1026,0.3,30,32,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.938619
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.877239
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.816521
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.759776
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.703032
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.647893
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.596767
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.545641
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.495925
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.448088
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.400252
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.354778
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.311076
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.267375
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.218086
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.166562
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.115038
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.075374
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.037687
PeMS7_1026,0.3,30,33,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.00,1.000000
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.05,0.939717
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.10,0.879433
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.15,0.819526
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.20,0.761874
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.25,0.704222
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.30,0.647070
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.35,0.591164
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.40,0.535259
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.45,0.483354
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.50,0.436782
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.55,0.390210
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.60,0.344434
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.65,0.299253
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.70,0.254073
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.75,0.210496
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.80,0.167561
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.85,0.124626
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.90,0.082945
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,0.95,0.041472
PeMS7_1026,0.3,30,34,stage16_replaceable:pems1026_30_trainval_lowcert,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.05,0.529416
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.10,0.427738
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.15,0.348871
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.20,0.289783
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.25,0.250940
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.30,0.215539
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.35,0.184320
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.40,0.157189
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.45,0.133549
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.50,0.112615
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.55,0.095370
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.60,0.078709
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.65,0.062188
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.70,0.047531
PeMS7_228,0.1,10,25,stage16_replaceable:train_val_lowcert_delta1_fullsearch,Stage16 calibrated rerun,0.75,0.033600
